word	corpus	hit_id	词义	判定	判据	信度
STRENGTHEN	L1	719	加强	A3	"strengthen your numerical"	H
STRENGTHEN	L1	760	加强	A3	"strengthen credibility This"	H
STRENGTHEN	L1	70	加强	A3	"strengthen for revision"	H
STRENGTHEN	L1	718	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	187	加强	A3	"strengthen the Logical"	H
STRENGTHEN	L1	442	加强	A3	"strengthen the case"	H
STRENGTHEN	L1	514	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	62	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	46	加强	A3	"strengthen both your"	H
STRENGTHEN	L1	582	加强	A3	"strengthen transitions between"	H
STRENGTHEN	L1	381	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	653	加强	A3	"strengthen the Ending"	H
STRENGTHEN	L1	75	加强	A3	"strengthen the logical"	H
STRENGTHEN	L1	48	加强	A3	"strengthen its argument"	H
STRENGTHEN	L1	69	加强	A3	"strengthen in revision"	H
STRENGTHEN	L1	163	加强	A3	"strengthen the Logical"	H
STRENGTHEN	L1	392	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	49	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	243	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	40	加强	A3	"strengthen its academic"	H
STRENGTHEN	L1	72	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	273	加强	A3	"strengthen Your Evidence"	H
STRENGTHEN	L1	365	加强	A3	"strengthen this significantly"	H
STRENGTHEN	L1	465	加强	A3	"strengthen it since"	H
STRENGTHEN	L1	302	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	289	加强	A3	"strengthen your claims"	H
STRENGTHEN	L1	476	加强	A3	"strengthen Structure and"	H
STRENGTHEN	L1	323	加强	A3	"strengthen your claims"	H
STRENGTHEN	L1	392	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	54	加强	A3	"strengthen it you"	H
STRENGTHEN	L1	542	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	54	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	469	加强	A3	"strengthen a conclusion"	H
STRENGTHEN	L1	686	加强	A3	"strengthen your position"	H
STRENGTHEN	L1	53	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	735	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	82	加强	A3	"strengthen it you"	H
STRENGTHEN	L1	561	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	46	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	460	加强	A3	"strengthen the Conclusion"	H
STRENGTHEN	L1	87	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	802	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	70	加强	A3	"strengthen it you"	H
STRENGTHEN	L1	580	加强	A3	"strengthen the Argument"	H
STRENGTHEN	L1	55	加强	A3	"strengthen your thesis"	H
STRENGTHEN	L1	730	加强	A3	"strengthen your thesis"	H
STRENGTHEN	L1	69	加强	A3	"strengthen your argumentative"	H
STRENGTHEN	L1	44	加强	A3	"strengthen it you"	H
STRENGTHEN	L1	733	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	56	加强	A3	"strengthen in revision"	H
STRENGTHEN	L1	211	加强	A3	"strengthen this by"	H
STRENGTHEN	L1	438	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	45	加强	A3	"strengthen this as"	H
STRENGTHEN	L1	583	加强	A3	"strengthen your argumentative"	H
STRENGTHEN	L1	54	加强	A3	"strengthen in revision"	H
STRENGTHEN	L1	673	加强	A3	"strengthen transitions between"	H
STRENGTHEN	L1	65	加强	A3	"strengthen it focus"	H
STRENGTHEN	L1	287	加强	A3	"strengthen your paragraphs"	H
STRENGTHEN	L1	50	加强	A3	"strengthen it you"	H
STRENGTHEN	L1	450	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	329	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	736	加强	A3	"strengthen your entertainment"	H
STRENGTHEN	L1	84	加强	A3	"strengthen your claims"	H
STRENGTHEN	L1	750	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	813	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	411	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	342	加强	A3	"strengthen it with"	H
STRENGTHEN	L1	395	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	694	加强	A3	"strengthen and fairly"	H
STRENGTHEN	L1	293	加强	A3	"strengthen the Values"	H
STRENGTHEN	L1	65	加强	A3	"strengthen in revision"	H
STRENGTHEN	L1	396	加强	A3	"strengthen credibility The"	H
STRENGTHEN	L1	594	加强	A3	"strengthen Your Conclusion"	H
STRENGTHEN	L1	653	加强	A3	"strengthen source attribution"	H
STRENGTHEN	L1	262	加强	A3	"strengthen this argument"	H
STRENGTHEN	L1	705	加强	A3	"strengthen the analytical"	H
STRENGTHEN	L1	446	加强	A3	"strengthen your conclusion"	H
STRENGTHEN	L1	487	加强	A3	"strengthen the Personal"	H
STRENGTHEN	L1	378	加强	A3	"strengthen this by"	H
STRENGTHEN	L1	562	加强	A3	"strengthen your introduction"	H
STRENGTHEN	L1	341	加强	A3	"strengthen this by"	H
STRENGTHEN	L1	720	加强	A3	"strengthen the counterargument"	H
STRENGTHEN	L1	567	加强	A3	"strengthen this section"	H
STRENGTHEN	L1	742	加强	A3	"strengthen the incapacitation"	H
STRENGTHEN	L1	48	加强	A3	"strengthen for your"	H
STRENGTHEN	L1	163	加强	A3	"strengthen the Argument"	H
STRENGTHEN	L1	301	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	406	加强	A3	"strengthen it by"	H
STRENGTHEN	L1	463	加强	A3	"strengthen the connection"	H
STRENGTHEN	L1	719	加强	A3	"strengthen the connection"	H
STRENGTHEN	L1	413	加强	A3	"strengthen your critical"	H
STRENGTHEN	L1	445	加强	A3	"strengthen mionorities minorities"	H
STRENGTHEN	L1	705	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	666	加强	A3	"strengthen the moral"	H
STRENGTHEN	L1	64	加强	A3	"strengthen before your"	H
STRENGTHEN	L1	379	加强	A3	"strengthen this section"	H
STRENGTHEN	L1	633	加强	A3	"strengthen the Argument"	H
STRENGTHEN	L1	777	加强	A3	"strengthen the counterargument"	H
STRENGTHEN	L1	304	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	585	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	784	加强	A3	"strengthen or cut"	H
STRENGTHEN	L1	353	加强	A3	"strengthen these moments"	H
STRENGTHEN	L1	600	加强	A3	"strengthen the Conclusion"	H
STRENGTHEN	L1	682	加强	A3	"strengthen rebuttals with"	H
STRENGTHEN	L1	757	加强	A3	"strengthen the analysis"	H
STRENGTHEN	L1	599	加强	A3	"strengthen the Legal"	H
STRENGTHEN	L1	622	加强	A3	"strengthen the Cancer"	H
STRENGTHEN	L1	716	加强	A3	"strengthen your framing"	H
STRENGTHEN	L1	732	加强	A3	"strengthen the cost"	H
STRENGTHEN	L1	837	加强	A3	"strengthen transitions between"	H
STRENGTHEN	L1	42	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	404	加强	A3	"strengthen this section"	H
STRENGTHEN	L1	285	加强	A3	"strengthen your case"	H
STRENGTHEN	L1	296	加强	A3	"strengthen Paragraph Unity"	H
STRENGTHEN	L1	751	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	51	加强	A3	"strengthen the piece"	H
STRENGTHEN	L1	426	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	578	加强	A3	"strengthen your proposal"	H
STRENGTHEN	L1	260	加强	A3	"strengthen the Comparison"	H
STRENGTHEN	L1	309	加强	A3	"strengthen this connection"	H
STRENGTHEN	L1	605	加强	A3	"strengthen the logical"	H
STRENGTHEN	L1	285	加强	A3	"strengthen Paragraph Unity"	H
STRENGTHEN	L1	523	加强	A3	"strengthen every section"	H
STRENGTHEN	L1	706	加强	A3	"strengthen the Conclusion"	H
STRENGTHEN	L1	62	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	251	加强	A3	"strengthen this section"	H
STRENGTHEN	L1	52	加强	A3	"strengthen its argumentative"	H
STRENGTHEN	L1	196	加强	A3	"strengthen Your Thesis"	H
STRENGTHEN	L1	224	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	435	加强	A3	"strengthen the Refutation"	H
STRENGTHEN	L1	696	加强	A3	"strengthen the Conclusion"	H
STRENGTHEN	L1	647	加强	A3	"strengthen the Thesis"	H
STRENGTHEN	L1	193	加强	A3	"strengthen your introduction"	H
STRENGTHEN	L1	295	加强	A3	"strengthen this Sharpen"	H
STRENGTHEN	L1	692	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	718	加强	A3	"strengthen transitions between"	H
STRENGTHEN	L1	77	加强	A3	"strengthen Missing Citations"	H
STRENGTHEN	L1	551	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	727	加强	A3	"strengthen the underdeveloped"	H
STRENGTHEN	L1	47	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	450	加强	A3	"strengthen your point"	H
STRENGTHEN	L1	47	加强	A3	"strengthen its argumentative"	H
STRENGTHEN	L1	433	加强	A3	"strengthen the analytical"	H
STRENGTHEN	L1	720	加强	A3	"strengthen your rebuttal"	H
STRENGTHEN	L1	353	加强	A3	"strengthen the logical"	H
STRENGTHEN	L1	736	加强	A3	"strengthen the link"	H
STRENGTHEN	L1	388	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	310	加强	A3	"strengthen and Cite"	H
STRENGTHEN	L1	52	加强	A3	"strengthen it significantly"	H
STRENGTHEN	L1	503	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	567	加强	A3	"strengthen your position"	H
STRENGTHEN	L1	231	加强	A3	"strengthen that side"	H
STRENGTHEN	L1	249	加强	A3	"strengthen Paragraph Structure"	H
STRENGTHEN	L1	348	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	439	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	49	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	401	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	602	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	733	加强	A3	"strengthen the causal"	H
STRENGTHEN	L1	762	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	449	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	711	加强	A3	"strengthen the evidentiary"	H
STRENGTHEN	L1	703	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	609	加强	A3	"strengthen credibility Fact"	H
STRENGTHEN	L1	50	加强	A3	"strengthen its argument"	H
STRENGTHEN	L1	256	加强	A3	"strengthen this by"	H
STRENGTHEN	L1	442	加强	A3	"strengthen this section"	H
STRENGTHEN	L1	512	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	341	加强	A3	"strengthen your claims"	H
STRENGTHEN	L1	175	加强	A3	"strengthen Your Thesis"	H
STRENGTHEN	L1	274	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	65	加强	A3	"strengthen Thesis and"	H
STRENGTHEN	L1	733	加强	A3	"strengthen your thesis"	H
STRENGTHEN	L1	70	加强	A3	"strengthen in revision"	H
STRENGTHEN	L1	696	加强	A3	"strengthen transitions so"	H
STRENGTHEN	L1	60	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	334	加强	A3	"strengthen Your Evidence"	H
STRENGTHEN	L1	60	加强	A3	"strengthen this work"	H
STRENGTHEN	L1	59	加强	A3	"strengthen the next"	H
STRENGTHEN	L1	316	加强	A3	"strengthen Your Use"	H
STRENGTHEN	L1	145	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	433	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	763	加强	A3	"strengthen your conclusion"	H
STRENGTHEN	L1	55	加强	A3	"strengthen its argumentative"	H
STRENGTHEN	L1	431	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	768	加强	A3	"strengthen credibility You"	H
STRENGTHEN	L1	644	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	542	加强	A3	"strengthen it Consider"	H
STRENGTHEN	L1	360	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	433	加强	A3	"strengthen them further"	H
STRENGTHEN	L1	341	加强	A3	"strengthen your rebuttal"	H
STRENGTHEN	L1	259	加强	A3	"strengthen it Your"	H
STRENGTHEN	L1	83	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	559	加强	A3	"strengthen the Conclusion"	H
STRENGTHEN	L1	57	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	689	加强	A3	"strengthen paragraph unity"	H
STRENGTHEN	L1	705	加强	A3	"strengthen credibility significantly"	H
STRENGTHEN	L1	72	加强	A3	"strengthen and Clarify"	H
STRENGTHEN	L1	443	加强	A3	"strengthen this section"	H
STRENGTHEN	L1	677	加强	A3	"strengthen the retribution"	H
STRENGTHEN	L1	57	加强	A3	"strengthen it you"	H
STRENGTHEN	L1	179	加强	A3	"strengthen the Logic"	H
STRENGTHEN	L1	77	加强	A3	"strengthen it significantly"	H
STRENGTHEN	L1	44	加强	A3	"strengthen this piece"	H
STRENGTHEN	L1	63	加强	A3	"strengthen the argumentative"	H
STRENGTHEN	L1	732	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	219	加强	A3	"strengthen it Consider"	H
STRENGTHEN	L1	561	加强	A3	"strengthen topic sentences"	H
STRENGTHEN	L1	733	加强	A3	"strengthen logical connections"	H
STRENGTHEN	L1	605	加强	A3	"strengthen citations Sentence"	H
STRENGTHEN	L1	249	加强	A3	"strengthen the Logic"	H
STRENGTHEN	L1	353	加强	A3	"strengthen focus Weak"	H
STRENGTHEN	L1	545	加强	A3	"strengthen your Jefferson"	H
STRENGTHEN	L1	174	加强	A3	"strengthen the structure"	H
STRENGTHEN	L1	59	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	248	加强	A3	"strengthen organization The"	H
STRENGTHEN	L1	69	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	55	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	226	加强	A3	"strengthen paragraph organization"	H
STRENGTHEN	L1	246	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	77	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	271	加强	A3	"strengthen the logic"	H
STRENGTHEN	L1	648	加强	A3	"strengthen transitions between"	H
STRENGTHEN	L1	420	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	690	加强	A3	"strengthen tone and"	H
STRENGTHEN	L1	53	加强	A3	"strengthen logic organizing"	H
STRENGTHEN	L1	358	加强	A3	"strengthen your reasoning"	H
STRENGTHEN	L1	168	加强	A3	"strengthen logic and"	H
STRENGTHEN	L1	683	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	44	加强	A3	"strengthen your evidence"	H
STRENGTHEN	L1	61	加强	A3	"strengthen are thesis"	H
STRENGTHEN	L1	72	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	74	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	269	加强	A3	"strengthen development add"	H
STRENGTHEN	L1	350	加强	A3	"strengthen your evidence"	H
STRENGTHEN	L1	368	加强	A3	"strengthen style and"	H
STRENGTHEN	L1	149	加强	A3	"strengthen organization The"	H
STRENGTHEN	L1	200	加强	A3	"strengthen organization The"	H
STRENGTHEN	L1	356	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	486	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	171	加强	A3	"strengthen organization The"	H
STRENGTHEN	L1	56	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	631	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	283	加强	A3	"strengthen paragraph development"	H
STRENGTHEN	L1	173	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	370	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	271	加强	A3	"strengthen organization and"	H
STRENGTHEN	L1	54	加强	A3	"strengthen the logic"	H
STRENGTHEN	L1	64	加强	A3	"strengthen your reasoning"	H
STRENGTHEN	L1	631	加强	A3	"strengthen your argument"	H
STRENGTHEN	L1	54	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	147	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	41	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	176	加强	A3	"strengthen organization The"	H
STRENGTHEN	L1	169	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	72	加强	A3	"strengthen accuracy and"	H
STRENGTHEN	L1	155	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	250	加强	A3	"strengthen paragraph development"	H
STRENGTHEN	L1	80	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	74	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	54	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	406	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	505	加强	A3	"strengthen style by"	H
STRENGTHEN	L1	47	加强	A3	"strengthen are argument"	H
STRENGTHEN	L1	55	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	718	加强	A3	"strengthen paragraph unity"	H
STRENGTHEN	L1	125	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	773	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	196	加强	A3	"strengthen organization At"	H
STRENGTHEN	L1	155	加强	A3	"strengthen it as"	H
STRENGTHEN	L1	673	加强	A3	"strengthen your essay"	H
STRENGTHEN	L1	61	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	220	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	57	加强	A3	"strengthen your evidence"	H
STRENGTHEN	L1	634	加强	A3	"strengthen your credibility"	H
STRENGTHEN	L1	68	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	59	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	72	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	421	加强	A3	"strengthen this paragraph"	H
STRENGTHEN	L1	185	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	421	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	77	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	68	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	56	加强	A3	"strengthen your evidence"	H
STRENGTHEN	L1	64	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	248	加强	A3	"strengthen paragraph structure"	H
STRENGTHEN	L1	163	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	228	加强	A3	"strengthen global political"	H
STRENGTHEN	L1	58	加强	A3	"strengthen are argument"	H
STRENGTHEN	L1	68	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	148	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	150	加强	A3	"strengthen historical accuracy"	H
STRENGTHEN	L1	686	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	125	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	84	加强	A3	"strengthen and clarify"	H
STRENGTHEN	L1	61	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	62	加强	A3	"strengthen are organization"	H
STRENGTHEN	L1	200	加强	A3	"strengthen paragraph structure"	H
STRENGTHEN	L1	203	加强	A3	"strengthen paragraph organization"	H
STRENGTHEN	L1	136	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	48	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	219	加强	A3	"strengthen logic and"	H
STRENGTHEN	L1	448	加强	A3	"strengthen analysis You"	H
STRENGTHEN	L1	63	加强	A3	"strengthen your use"	H
STRENGTHEN	L1	808	加强	A3	"strengthen analysis after"	H
STRENGTHEN	L1	55	加强	A3	"strengthen style and"	H
STRENGTHEN	L1	281	加强	A3	"strengthen their case"	H
STRENGTHEN	L1	603	加强	A3	"strengthen style and"	H
STRENGTHEN	L1	582	加强	A3	"strengthen your essay"	H
STRENGTHEN	L1	245	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	576	加强	A3	"strengthen paragraph development"	H
STRENGTHEN	L1	82	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	751	加强	A3	"strengthen fairness Proofread"	H
STRENGTHEN	L1	417	加强	A3	"strengthen the logic"	H
STRENGTHEN	L1	144	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	314	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	272	加强	A3	"strengthen paragraph unity"	H
STRENGTHEN	L1	701	加强	A3	"strengthen the counterargument"	H
STRENGTHEN	L1	288	加强	A3	"strengthen the logic"	H
STRENGTHEN	L1	684	加强	A3	"strengthen it by"	H
STRENGTHEN	L1	395	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	248	加强	A3	"strengthen organization Your"	H
STRENGTHEN	L1	693	加强	A3	"strengthen the counterargument"	H
STRENGTHEN	L1	271	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	214	加强	A3	"strengthen academic tone"	H
STRENGTHEN	L1	81	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	646	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	49	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	61	加强	A3	"strengthen the academic"	H
STRENGTHEN	L1	407	加强	A3	"strengthen your treatment"	H
STRENGTHEN	L1	78	加强	A3	"strengthen evidence The"	H
STRENGTHEN	L1	63	加强	A3	"strengthen reasoning improving"	H
STRENGTHEN	L1	634	加强	A3	"strengthen the introduction"	H
STRENGTHEN	L1	764	加强	A3	"strengthen transitions and"	H
STRENGTHEN	L1	63	加强	A3	"strengthen your thesis"	H
STRENGTHEN	L1	201	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	513	加强	A3	"strengthen the counterargument"	H
STRENGTHEN	L1	148	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	184	加强	A3	"strengthen organization and"	H
STRENGTHEN	L1	59	加强	A3	"strengthen are thesis"	H
STRENGTHEN	L1	72	加强	A3	"strengthen families and"	H
STRENGTHEN	L1	216	加强	A3	"strengthen families by"	H
STRENGTHEN	L1	564	加强	A3	"strengthen the logic"	H
STRENGTHEN	L1	498	加强	A3	"strengthen paragraph development"	H
STRENGTHEN	L1	57	加强	A3	"strengthen evidence improving"	H
STRENGTHEN	L1	481	加强	A3	"strengthen academic tone"	H
STRENGTHEN	L1	49	加强	A3	"strengthen evidence Strengths"	H
STRENGTHEN	L1	258	加强	A3	"strengthen the paper"	H
STRENGTHEN	L1	75	加强	A3	"strengthen style and"	H
STRENGTHEN	L1	355	加强	A3	"strengthen the use"	H
STRENGTHEN	L1	389	加强	A3	"strengthen analysis instead"	H
STRENGTHEN	L1	732	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	149	加强	A3	"strengthen the opposing"	H
STRENGTHEN	L1	445	加强	A3	"strengthen the body"	H
STRENGTHEN	L1	62	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	297	加强	A3	"strengthen organization Right"	H
STRENGTHEN	L1	72	加强	A3	"strengthen paragraph level"	H
STRENGTHEN	L1	688	加强	A3	"strengthen their own"	H
STRENGTHEN	L1	86	加强	A3	"strengthen precision in"	H
STRENGTHEN	L1	486	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	768	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	444	加强	A3	"strengthen analysis Often"	H
STRENGTHEN	L1	241	加强	A3	"strengthen analytical focus"	H
STRENGTHEN	L1	779	加强	A3	"strengthen academic tone"	H
STRENGTHEN	L1	362	加强	A3	"strengthen logical precision"	H
STRENGTHEN	L1	250	加强	A3	"strengthen paragraph organization"	H
STRENGTHEN	L1	771	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	216	加强	A3	"strengthen organization The"	H
STRENGTHEN	L1	56	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	390	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	361	加强	A3	"strengthen sociological analysis"	H
STRENGTHEN	L1	59	加强	A3	"strengthen your thesis"	H
STRENGTHEN	L1	554	加强	A3	"strengthen the essay"	H
STRENGTHEN	L1	321	加强	A3	"strengthen transitions and"	H
STRENGTHEN	L1	436	加强	A3	"strengthen evidence and"	H
STRENGTHEN	L1	248	加强	A3	"strengthen the historical"	H
STRENGTHEN	L1	292	加强	A3	"strengthen logic and"	H
STRENGTHEN	L1	51	加强	A3	"strengthen the argument"	H
STRENGTHEN	L1	723	加强	A3	"strengthen the conclusion"	H
STRENGTHEN	L1	69	加强	A3	"strengthen your thesis"	H
STRENGTHEN	L1	95	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	735	加强	A3	"strengthen the counterargument"	H
STRENGTHEN	L1	139	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	47	加强	A3	"strengthen your reasoning"	H
STRENGTHEN	L1	361	加强	A3	"strengthen reasoning and"	H
STRENGTHEN	L1	70	加强	A3	"strengthen the thesis"	H
STRENGTHEN	L1	722	加强	A3	"strengthen analysis in"	H
STRENGTHEN	L1	75	加强	A3	"strengthen your thesis"	H
