query_word	match_form	corpus	groups	layers	merge_expanded	doc_id	filename	token_pos	left	node	right
ARTICLE	articles	Chinese	3	维度一	YES	28	ICLE-US-MICH-0002.1	544	way English does so pay special attention to definite indefinite	articles	a an the throughout this is a recurring issue eg
ARTICLE	article	Chinese	3	维度一	YES	28	ICLE-US-MICH-0002.1	700	the thesis with added insight Proofread carefully for spelling and	article	usage reading your essay aloud can help you notice missing
ARTICLE	articles	Chinese	3	维度一	YES	28	ICLE-US-MICH-0002.1	713	your essay aloud can help you notice missing or misused	articles	You have a good foundation with an engaging example and
ARTICLE	Article	Chinese	3	维度一	YES	31	ICLE-US-MICH-0005.1	619	century in formal writing avoid in academic prose use and	Article	preposition issues the values of that the United States was
ARTICLE	article	Chinese	3	维度一	YES	35	ICLE-US-MICH-0009.1	478	why this matters Grammar Word Choice and Mechanics Since English	article	usage and spelling can be tricky for Chinese speakers here
ARTICLE	Articles	Chinese	3	维度一	YES	35	ICLE-US-MICH-0009.1	494	tricky for Chinese speakers here are patterns to watch for	Articles	the invention of the shopping mall is fine but check
ARTICLE	articles	Chinese	3	维度一	YES	35	ICLE-US-MICH-0009.1	723	still could be and revise flu to flight Proofread for	articles	spelling and subject verb agreement Reconsider paragraph order to build
ARTICLE	Article	Chinese	3	维度一	YES	36	ICLE-US-MICH-0010.1	392	dificulties difficulties becomed became also see verb tense note below	Article	and preposition usage a closer look at current events than
ARTICLE	Article	Chinese	3	维度一	YES	39	ICLE-US-MICH-0013.1	635	sentence aloud to check if it expresses one clear idea	Article	and preposition usage there is more of stigma should be
ARTICLE	article	Chinese	3	维度一	YES	40	ICLE-US-MICH-0014.1	377	the evidence you ve given Language and Style Because English	article	usage and sentence boundaries differ significantly from Chinese here are
ARTICLE	articles	Chinese	3	维度一	YES	40	ICLE-US-MICH-0014.1	396	here are some specific patterns to watch for Missing incorrect	articles	the discovery and harness of atom the discovery and harnessing
ARTICLE	article	Chinese	3	维度一	YES	44	ICLE-US-MICH-0018.1	567	garments in formal writing Double check subject verb agreement and	article	usage which can be tricky when moving between Chinese and
ARTICLE	article	Chinese	3	维度一	YES	47	ICLE-US-MICH-0021.1	526	have had a negative effect Watch subject verb agreement and	article	usage throughout eg the topic is one that is very
ARTICLE	Article	Chinese	3	维度一	YES	51	ICLE-US-MICH-0025.1	562	throughout the nation owned or had access to a radio	Article	preposition errors peak at what radio wasn t able to
ARTICLE	articles	Chinese	3	维度一	YES	51	ICLE-US-MICH-0025.1	598	common challenge for Chinese speakers since Chinese doesn t use	articles	prepositions the same way English does Reading your essay aloud
ARTICLE	Article	Chinese	3	维度一	YES	52	ICLE-US-MICH-0026.1	413	There has been many inventions There have been many inventions	Article	usage With the use of Modem With the use of
ARTICLE	articles	Chinese	3	维度一	YES	52	ICLE-US-MICH-0026.1	687	Add specific evidence citations Proofread for grammar subject verb agreement	articles	spelling Formalize tone reduce direct you address Your ideas show
ARTICLE	article	Chinese	3	维度一	YES	56	ICLE-US-MICH-0032.1	659	culture and international trade Revise grammar issues especially word order	article	usage and word choice extend extent Vary your transitional language
ARTICLE	Article	Chinese	3	维度一	YES	59	ICLE-US-MICH-0035.1	574	A few notes Typo th century should be th century	Article	usage the woman is still only earning should be women
ARTICLE	articles	Chinese	3	维度一	YES	59	ICLE-US-MICH-0035.1	591	earning should be women still earn only avoid unnecessary definite	articles	with generic plural nouns Wordiness It s only recently that
ARTICLE	articles	Chinese	3	维度一	YES	59	ICLE-US-MICH-0035.1	726	response Strengthen transitions between paragraphs Proofread for minor grammatical issues	articles	wordiness This is a promising start with a genuinely interesting
ARTICLE	Article	Chinese	3	维度一	YES	61	ICLE-US-MICH-0037.1	411	change has changed would inevitably inundated would inevitably be inundated	Article	usage applied to the this program applied to this program
ARTICLE	Article	Chinese	3	维度一	YES	68	ICLE-US-MICH-0044.1	544	to access money quickly in an emergency without this convenience	Article	usage Chinese does not have articles a an the so
ARTICLE	articles	Chinese	3	维度一	YES	68	ICLE-US-MICH-0044.1	550	emergency without this convenience Article usage Chinese does not have	articles	a an the so this is often tricky for Chinese
ARTICLE	articles	Chinese	3	维度一	YES	71	ICLE-US-MRQ-0002.1	206	supports or complicates this specific claim rather than summarizing what	articles	say in a general way The Values vs Consequences Framework
ARTICLE	Article	Chinese	3	维度一	YES	77	ICLE-US-MRQ-0008.1	506	arrive there by ourselves Break these into shorter clearer sentences	Article	usage Watch for missing or misplaced articles eg the problems
ARTICLE	articles	Chinese	3	维度一	YES	77	ICLE-US-MRQ-0008.1	513	shorter clearer sentences Article usage Watch for missing or misplaced	articles	eg the problems can the problems begin to be solved
ARTICLE	articles	Chinese	3	维度一	YES	79	ICLE-US-MRQ-0010.1	419	and check spelling of Coumadin Percocet Percodan DuPont Merck Missing	articles	prepositions is Sandoz corp Requiring should be is Sandoz Corp
ARTICLE	article	Chinese	3	维度一	YES	81	ICLE-US-MRQ-0012.1	623	past social life name Sam should be named Sam Watch	article	usage a the for example It treats depression by affecting
ARTICLE	articles	Chinese	3	维度一	YES	82	ICLE-US-MRQ-0013.1	602	to watch for Subject verb agreement James M Wall s	articles	does not give article articles inconsistency verb should match subject
ARTICLE	article	Chinese	3	维度一	YES	82	ICLE-US-MRQ-0013.1	606	verb agreement James M Wall s articles does not give	article	articles inconsistency verb should match subject Verb tense shifts will
ARTICLE	articles	Chinese	3	维度一	YES	82	ICLE-US-MRQ-0013.1	607	agreement James M Wall s articles does not give article	articles	inconsistency verb should match subject Verb tense shifts will make
ARTICLE	articles	Chinese	3	维度一	YES	82	ICLE-US-MRQ-0013.1	636	also check tense consistency between past present when discussing the	articles	Article usage there should be a ban gays serving missing
ARTICLE	Article	Chinese	3	维度一	YES	82	ICLE-US-MRQ-0013.1	637	check tense consistency between past present when discussing the articles	Article	usage there should be a ban gays serving missing preposition
ARTICLE	article	Chinese	3	维度一	YES	82	ICLE-US-MRQ-0013.1	648	usage there should be a ban gays serving missing preposition	article	a ban on gays serving or a ban on gays
ARTICLE	article	Chinese	3	维度一	YES	82	ICLE-US-MRQ-0013.1	680	without proper punctuation eg the long sentence introducing Wall s	article	I recommend reading your essay aloud sentence by sentence to
ARTICLE	article	Chinese	3	维度一	YES	82	ICLE-US-MRQ-0013.1	789	argument before refuting it Proofread for subject verb agreement and	article	usage Rewrite the conclusion to synthesize rather than introduce new
ARTICLE	articles	Chinese	3	维度一	YES	83	ICLE-US-MRQ-0014.1	277	many sources Chaplin Thompson Wadler the Time and Sports Illustrated	articles	but the connections between them are often abrupt Instead of
ARTICLE	article	Chinese	3	维度一	YES	83	ICLE-US-MRQ-0014.1	289	the connections between them are often abrupt Instead of The	article	also states try phrases that show how each new piece
ARTICLE	Article	Chinese	3	维度一	YES	83	ICLE-US-MRQ-0014.1	379	cons are discussed is correct but check similar constructions throughout	Article	usage the National Collegiate Association of Athletes please verify this
ARTICLE	articles	Chinese	3	维度一	YES	83	ICLE-US-MRQ-0014.1	436	using grammar checking software to catch smaller errors like missing	articles	a and the and verb tense shifts Conclusion Your conclusion
ARTICLE	articles	Chinese	3	维度一	YES	83	ICLE-US-MRQ-0014.1	593	coherence Add topic sentences Several paragraphs especially those introducing new	articles	launch directly into summary A clear topic sentence stating why
ARTICLE	article	Chinese	3	维度一	YES	83	ICLE-US-MRQ-0014.1	624	your logic Vary sentence openings Many paragraphs begin with The	article	states or similar constructions Varying these will improve readability Next
ARTICLE	articles	Chinese	3	维度一	YES	84	ICLE-US-MRQ-0015.1	96	too much at once summarizing both groups positions evaluating three	articles	and stating your own solution all in one sentence Readers
ARTICLE	articles	Chinese	3	维度一	YES	84	ICLE-US-MRQ-0015.1	133	brief statement of the conflict your evaluation of the two	articles	relative strength and your own proposed solution A clear separated
ARTICLE	Article	Chinese	3	维度一	YES	84	ICLE-US-MRQ-0015.1	517	this is a meaning error not just spelling titles titled	Article	title inconsistency you write Prayer in Public Schools It s
ARTICLE	Article	Chinese	3	维度一	YES	86	ICLE-US-MRQ-0017.1	381	confusion writes writers paragraph intrest interest parishoners parishioners oppotunity opportunity	Article	usage Chinese does not use articles the way English does
ARTICLE	articles	Chinese	3	维度一	YES	86	ICLE-US-MRQ-0017.1	387	parishoners parishioners oppotunity opportunity Article usage Chinese does not use	articles	the way English does so this is a common area
ARTICLE	articles	Chinese	3	维度一	YES	86	ICLE-US-MRQ-0017.1	417	infusion the alleged these are correct but watch for missing	articles	elsewhere eg prayer will not be able to end the
ARTICLE	articles	Chinese	3	维度一	YES	86	ICLE-US-MRQ-0017.1	440	society is fine but scan for singular countable nouns without	articles	Subject verb agreement many writes have taken it upon themselves
ARTICLE	article	Chinese	3	维度一	YES	86	ICLE-US-MRQ-0017.1	693	causation argument Vary transitional phrases between paragraphs Proofread carefully for	article	usage subject verb agreement and word choice errors Foreground your
ARTICLE	Article	Chinese	3	维度一	YES	87	ICLE-US-MRQ-0018.1	506	noticed some recurring patterns common among Chinese to English writers	Article	usage promote moral values i children typo for in consider
ARTICLE	article	Chinese	3	维度一	YES	87	ICLE-US-MRQ-0018.1	526	consider reviewing when to use a an the vs no	article	especially before abstract nouns like religion or prayer Subject verb
ARTICLE	article	Chinese	3	维度一	YES	87	ICLE-US-MRQ-0018.1	577	little effect should likely be there is little effect no	article	since you mean very little not a small amount Redundant
ARTICLE	articles	Chinese	3	维度一	YES	87	ICLE-US-MRQ-0018.1	621	revising content do a careful proofreading pass focused specifically on	articles	subject verb agreement and redundant word choice Reading your essay
ARTICLE	articles	Chinese	3	维度一	YES	87	ICLE-US-MRQ-0018.1	742	genuinely refutes rather than supports the opposing view Proofread for	articles	agreement and repetitive phrasing You have a solid foundation and
ARTICLE	article	Chinese	3	维度一	YES	90	ICLE-US-MRQ-0021.1	514	confusion between than and then for comparison vs sequence Check	article	usage throughout eg the disease called AIDS is slightly awkward
ARTICLE	Article	Chinese	3	维度一	YES	91	ICLE-US-MRQ-0022.1	512	pick one image stains blemishes tarnish rather than combining them	Article	usage Watch definite indefinite articles eg starting the day off
ARTICLE	articles	Chinese	3	维度一	YES	91	ICLE-US-MRQ-0022.1	517	tarnish rather than combining them Article usage Watch definite indefinite	articles	eg starting the day off in a public school vs
ARTICLE	article	Chinese	3	维度一	YES	92	ICLE-US-MRQ-0023.1	147	quoted testimony Woodley s letter Margolick s reporting Underwood s	article	etc Please insert the actual quotations with proper in text
ARTICLE	Article	Chinese	3	维度一	YES	94	ICLE-US-MRQ-0025.1	542	the same paragraph paragraph especially Combine or cut redundant clauses	Article	usage Check article use with abstract nouns eg ethics involves
ARTICLE	article	Chinese	3	维度一	YES	94	ICLE-US-MRQ-0025.1	545	paragraph especially Combine or cut redundant clauses Article usage Check	article	use with abstract nouns eg ethics involves the relationship of
ARTICLE	Article	Chinese	3	维度一	YES	95	ICLE-US-MRQ-0026.1	432	be allowed needs correction to praying should not be allowed	Article	usage English articles a an the are notoriously tricky for
ARTICLE	articles	Chinese	3	维度一	YES	95	ICLE-US-MRQ-0026.1	435	correction to praying should not be allowed Article usage English	articles	a an the are notoriously tricky for Chinese speakers since
ARTICLE	articles	Chinese	3	维度一	YES	95	ICLE-US-MRQ-0026.1	573	a first pass followed by careful proofreading focused specifically on	articles	and verb tense which are common areas of difficulty when
ARTICLE	articles	Chinese	3	维度一	YES	95	ICLE-US-MRQ-0026.1	716	of evidence succeeds or fails Proofread carefully for grammar especially	articles	and verb tense Add transitional sentences between major sections With
ARTICLE	articles	Chinese	3	维度一	YES	96	ICLE-US-MRQ-0027.1	715	conclusion for a more formal academic tone Proofread for grammar	articles	subject verb agreement redundant phrasing With these revisions your essay
ARTICLE	article	Chinese	3	维度一	YES	101	ICLE-US-MRQ-0032.1	313	instance after the Hansen quote explain specifically what in the	article	supports your claim before transitioning to the Uniform Adoption Act
ARTICLE	Article	Chinese	3	维度一	YES	101	ICLE-US-MRQ-0032.1	596	him away form the only family form should be from	Article	usage Watch for missing articles before singular countable nouns eg
ARTICLE	articles	Chinese	3	维度一	YES	101	ICLE-US-MRQ-0032.1	601	family form should be from Article usage Watch for missing	articles	before singular countable nouns eg the point in his life
ARTICLE	articles	Chinese	3	维度一	YES	101	ICLE-US-MRQ-0032.1	622	is correct but double check similar constructions throughout as English	articles	are famously tricky for Chinese speakers since Chinese doesn t
ARTICLE	articles	Chinese	3	维度一	YES	101	ICLE-US-MRQ-0032.1	634	famously tricky for Chinese speakers since Chinese doesn t use	articles	the same way I recommend reading your essay aloud or
ARTICLE	Article	Chinese	3	维度一	YES	102	ICLE-US-MRQ-0033.1	491	Chinese to English Here are the main categories with examples	Article	usage a very controversial topic but later God given life
ARTICLE	article	Chinese	3	维度一	YES	102	ICLE-US-MRQ-0033.1	504	very controversial topic but later God given life needs consistent	article	checking throughout Chinese doesn t require articles the way English
ARTICLE	articles	Chinese	3	维度一	YES	102	ICLE-US-MRQ-0033.1	511	life needs consistent article checking throughout Chinese doesn t require	articles	the way English does so proofread specifically for missing a
ARTICLE	articles	Chinese	3	维度一	YES	102	ICLE-US-MRQ-0033.1	708	counter argument you raised in the intro Proofread systematically for	articles	subject verb agreement and homophones You have a solid argumentative
ARTICLE	Article	Chinese	3	维度一	YES	106	ICLE-US-MRQ-0037.1	581	neglection neglect af raid afraid i doctors likely in doctors	Article	usage Check for missing extra articles eg the neglection to
ARTICLE	articles	Chinese	3	维度一	YES	106	ICLE-US-MRQ-0037.1	587	doctors likely in doctors Article usage Check for missing extra	articles	eg the neglection to name the consequences the failure to
ARTICLE	articles	Chinese	3	维度一	YES	107	ICLE-US-MRQ-0038.1	405	so you can watch for them in future writing Missing	articles	prepositions took he seat took her seat subjected the paddle
ARTICLE	articles	Chinese	3	维度一	YES	107	ICLE-US-MRQ-0038.1	424	the paddle subjected to the paddle Chinese does not require	articles	the way English does so these are easy to miss
ARTICLE	articles	Chinese	3	维度一	YES	107	ICLE-US-MRQ-0038.1	696	underdeveloped consequences paragraph with specific evidence Proofread carefully for grammar	articles	prepositions comma splices Reconsider placement of the statistic and the
ARTICLE	Article	Chinese	3	维度一	YES	109	ICLE-US-MRQ-0040.1	477	unclear try through three strategies or by taking three steps	Article	usage put modern medicine in the position to see future
ARTICLE	article	Chinese	3	维度一	YES	109	ICLE-US-MRQ-0040.1	490	modern medicine in the position to see future needs an	article	the position to foresee future Sentence fragments run ons Some
ARTICLE	article	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	153	Avoid overstating intent Phrases like getting people to read their	article	is Newsweek s concern The problems that stem from this
ARTICLE	article	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	185	motives rather than analyzing textual evidence Consider softening to the	article	s structure suggests a priority on reader engagement over comprehensive
ARTICLE	articles	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	417	No formal citations Since you re analyzing two specific published	articles	you need in text citations author year page and a
ARTICLE	article	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	455	strengthens your credibility as a careful reader of sources Specify	article	titles and authors Currently you refer generically to the JAMA
ARTICLE	article	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	466	titles and authors Currently you refer generically to the JAMA	article	and the Newsweek article Naming the authors and giving full
ARTICLE	article	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	470	you refer generically to the JAMA article and the Newsweek	article	Naming the authors and giving full titles early on will
ARTICLE	article	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	558	given time is correct but an affect on how an	article	is written should be an effect on Effect noun result
ARTICLE	Article	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	589	differences this makes or men of men likely a typo	Article	usage the way in which the writer interprets is fine
ARTICLE	article	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	617	a complete report consider whether the readers needs the definite	article	or should be readers general reference Redundant phrasing Sentences like
ARTICLE	articles	Chinese	3	维度一	YES	110	ICLE-US-MRQ-0041.1	638	This is the purpose of physical context to enhance the	articles	initial appeal repeat ideas already stated Trim for conciseness Suggested
ARTICLE	article	Chinese	3	维度一	YES	112	ICLE-US-MRQ-0043.1	133	you must fill these in with actual quotations statistics or	article	titles As it stands a reader cannot assess whether your
ARTICLE	Article	Chinese	3	维度一	YES	112	ICLE-US-MRQ-0043.1	403	than relying on demonstrative pronouns to carry meaning across sentences	Article	usage Watch for missing extra articles e specifically a or
ARTICLE	articles	Chinese	3	维度一	YES	112	ICLE-US-MRQ-0043.1	409	carry meaning across sentences Article usage Watch for missing extra	articles	e specifically a or the eg one could argue typo
ARTICLE	articles	Chinese	3	维度一	YES	112	ICLE-US-MRQ-0043.1	654	case by case Proofread for tense consistency pronoun clarity and	articles	Sharpen topic sentences to lead with evaluation not narration You
ARTICLE	Article	Chinese	3	维度一	YES	113	ICLE-US-MRQ-0044.1	492	patterns to watch for common among Chinese to English writers	Article	use an honest academic environment not and honest academic environment
ARTICLE	articles	Chinese	3	维度一	YES	113	ICLE-US-MRQ-0044.1	526	for combating cheating is fine but be alert to missing	articles	before singular nouns like codes at universities vs the codes
ARTICLE	articles	Chinese	3	维度一	YES	113	ICLE-US-MRQ-0044.1	765	the same depth as your other sections Proofread carefully for	articles	verb agreement and repeated phrasing You have strong source material
ARTICLE	article	Chinese	3	维度一	YES	114	ICLE-US-MRQ-0045.1	614	sure you mean that term precisely Citation You refer to	article	titles and authors in text which is a good start
ARTICLE	Article	Chinese	3	维度一	YES	116	ICLE-US-PRB-0034.2	278	phenomenal check subject these works and studies has looked have	Article	usage a common challenge for Chinese speakers since Chinese lacks
ARTICLE	articles	Chinese	3	维度一	YES	116	ICLE-US-PRB-0034.2	289	usage a common challenge for Chinese speakers since Chinese lacks	articles	its one of the less publically broadcast problem one of
ARTICLE	article	Chinese	3	维度一	YES	116	ICLE-US-PRB-0034.2	423	dedicated grammar pass focused specifically on subject verb agreement and	article	usage since these recur throughout Reading your essay aloud or
ARTICLE	article	Chinese	3	维度一	YES	116	ICLE-US-PRB-0034.2	700	all paragraphs support it explicitly Fix subject verb agreement and	article	errors throughout consider using Grammarly or a writing center appointment
ARTICLE	Article	Chinese	3	维度一	YES	119	ICLE-US-PRB-0037.2	510	is your second language here are patterns to watch for	Article	usage the deinstitutionalization of the mentally ill is correct but
ARTICLE	articles	Chinese	3	维度一	YES	119	ICLE-US-PRB-0037.2	522	the deinstitutionalization of the mentally ill is correct but elsewhere	articles	are missing or misused eg This form of legislation was
ARTICLE	article	Chinese	3	维度一	YES	122	ICLE-US-SCU-0001.1	481	citing at least one outside source a sports journalist s	article	an NCAA statement or a coach s interview to lend
ARTICLE	Article	Chinese	3	维度一	YES	124	ICLE-US-SCU-0001.3	533	second language here are patterns to watch for in revision	Article	and preposition errors the lost of respect the loss of
ARTICLE	article	Chinese	3	维度一	YES	125	ICLE-US-SCU-0001.4	570	the physical body of a female is so different check	article	number consistency throughout Run on and comma spliced sentences Several
ARTICLE	articles	Chinese	3	维度一	YES	127	ICLE-US-SCU-0002.2	500	roles there should be their eg voice there opinions Missing	articles	guest of the opposite sex should be a guest or
ARTICLE	Article	Chinese	3	维度一	YES	128	ICLE-US-SCU-0002.3	291	claims in present tense and historical narration in past tense	Article	usage Watch for missing or unnecessary articles there was always
ARTICLE	articles	Chinese	3	维度一	YES	128	ICLE-US-SCU-0002.3	298	in past tense Article usage Watch for missing or unnecessary	articles	there was always some debated should be there was always
ARTICLE	Article	Chinese	3	维度一	YES	129	ICLE-US-SCU-0002.4	249	verbs The seatbelts shouldn t be taking off taken off	Article	usage the annoucements spelling announcements an innocent little kid is
ARTICLE	article	Chinese	3	维度一	YES	132	ICLE-US-SCU-0003.4	615	The pools could extend the season Subject verb agreement and	article	use eg This is not uncommon most of your friends
ARTICLE	article	Chinese	3	维度一	YES	134	ICLE-US-SCU-0004.2	691	focus connected explicitly to your thesis Proofread carefully for spelling	article	usage a the and comma splices reading your essay aloud
ARTICLE	Article	Chinese	3	维度一	YES	138	ICLE-US-SCU-0005.2	635	this sentence is also incomplete unclear as a full thought	Article	usage Watch for missing extra articles get high off of
ARTICLE	articles	Chinese	3	维度一	YES	138	ICLE-US-SCU-0005.2	641	as a full thought Article usage Watch for missing extra	articles	get high off of a great a great opportunity repeated
ARTICLE	articles	Chinese	3	维度一	YES	140	ICLE-US-SCU-0005.4	359	claims you must cite where this information comes from newspaper	articles	interviews press releases Without citations readers cannot verify your claims
ARTICLE	Article	Chinese	3	维度一	YES	141	ICLE-US-SCU-0006.1	665	today Decide on a clear temporal frame for each paragraph	Article	usage Watch for missing or extra articles a common challenge
ARTICLE	articles	Chinese	3	维度一	YES	141	ICLE-US-SCU-0006.1	672	for each paragraph Article usage Watch for missing or extra	articles	a common challenge moving between Chinese and English eg the
ARTICLE	articles	Chinese	3	维度一	YES	143	ICLE-US-SCU-0006.3	416	formatted according to your assigned citation style check if magazine	articles	need a title or different in text format since Economist
ARTICLE	article	Chinese	3	维度一	YES	143	ICLE-US-SCU-0006.3	576	issues that a native Chinese speaker often encounters with English	article	usage and subject verb agreement eg there would no chance
ARTICLE	Article	Chinese	3	维度一	YES	151	ICLE-US-SCU-0009.2	631	rules as this is a common issue in your draft	Article	usage Watch for missing or unnecessary articles eg in the
ARTICLE	articles	Chinese	3	维度一	YES	151	ICLE-US-SCU-0009.2	638	in your draft Article usage Watch for missing or unnecessary	articles	eg in the large number of those should likely be
ARTICLE	Article	Chinese	3	维度一	YES	152	ICLE-US-SCU-0009.3	587	person feel should be feels she probably feel sexy feels	Article	usage The way of expressing the way one dresses is
ARTICLE	articles	Chinese	3	维度一	YES	152	ICLE-US-SCU-0009.3	695	a separate proofreading pass focused only on subject verb agreement	articles	and sentence boundaries Reading your essay aloud can help catch
ARTICLE	article	Chinese	3	维度一	YES	153	ICLE-US-SCU-009.4	502	argument comes from a specific pro life writer group or	article	to make your rebuttal more concrete and credible Evidence and
ARTICLE	Article	Chinese	3	维度一	YES	153	ICLE-US-SCU-009.4	657	subject verb plural agreement Proffers likely should be pro lifers	Article	number errors even woman women who likely a typo decide
ARTICLE	Article	Chinese	3	维度一	YES	154	ICLE-US-SCU-0010.2	416	children to want make children want remove to after make	Article	usage On one channel at three o clock a soap
ARTICLE	articles	Chinese	3	维度一	YES	154	ICLE-US-SCU-0010.2	444	phrases like watch television more than adults do for missing	articles	elsewhere Run on sentences Many sentences chain multiple ideas with
ARTICLE	articles	Chinese	3	维度一	YES	156	ICLE-US-SCU-0010.4	646	benefit enormously from at least one or two outside sources	articles	on the history of pink blue gender coding or scholarship
ARTICLE	article	Chinese	3	维度一	YES	157	ICLE-US-SCU-0011.2	731	transitions to avoid repetitive phrasing Proofread carefully for word choice	article	usage and subject verb agreement which are common areas of
