query_word	match_form	corpus	groups	token_pos	left	node	right
ARTICLE	article	German	6,7	719	language fix the typo avoid self corrections mid sentence watch	article	usage with generic nouns and decide on a consistent register
ARTICLE	article	German	6,7	605	we Keep pronoun use consistent Watch subject verb agreement and	article	usage throughout eg the idea that of caring for the
ARTICLE	article	German	6,7	557	or coordinating conjunctions correctly the this program remove the extra	article	this program would inevitably inundated missing verb would inevitably be
ARTICLE	Article	German	6,7	451	the verb follows the subject directly especially in subordinate clauses	Article	usage Watch for missing or unnecessary articles a an the
ARTICLE	articles	German	6,7	458	in subordinate clauses Article usage Watch for missing or unnecessary	articles	a an the as German and English differ in when
ARTICLE	articles	German	6,7	469	a an the as German and English differ in when	articles	are required For example the use of a card catalog
ARTICLE	article	German	6,7	685	w o imp Review sentence structures particularly verb placement and	article	usage which may be influenced by German syntax Strengthen your
ARTICLE	Article	German	6,7	433	A mother who works can come home and whip up	Article	usage a known challenge for German speakers since German and
ARTICLE	article	German	6,7	445	a known challenge for German speakers since German and English	article	systems differ the source of life check if you need
ARTICLE	article	German	6,7	468	As History progressed History doesn t need capitalization or an	article	here in most contexts Sentence fragments run ons For As
ARTICLE	Article	German	6,7	640	multiple clauses without clear connectors Break these into shorter units	Article	use in the hands of evolutionists and similar phrases are
ARTICLE	articles	German	6,7	657	and similar phrases are fine but double check definite indefinite	articles	before abstract nouns English often omits the article where German
ARTICLE	article	German	6,7	665	definite indefinite articles before abstract nouns English often omits the	article	where German would use one eg religion vs die Religion
ARTICLE	articles	German	6,7	282	Strengthen the Use of Sources You refer often to many	articles	some others and advocates without naming who is being cited
ARTICLE	articles	German	6,7	372	consequences framing religious family values the Kevorkian case tone of	articles	the Cruzan case the gift of God argument a brief
ARTICLE	Articles	German	6,7	524	second language here are some recurring patterns to watch for	Articles	an complex issue a complex issue German does not distinguish
ARTICLE	Article	German	6,7	334	inflammatory claim without support Language and Style German English Considerations	Article	usage Watch for missing or unnecessary articles which is common
ARTICLE	articles	German	6,7	341	German English Considerations Article usage Watch for missing or unnecessary	articles	which is common for German speakers For example the highest
ARTICLE	Article	German	6,7	386	is your first language here are patterns to watch for	Article	usage English requires more attention to definite indefinite articles than
ARTICLE	articles	German	6,7	395	for Article usage English requires more attention to definite indefinite	articles	than German eg the tents of affirmative action likely meant
ARTICLE	Article	German	6,7	461	English than is for comparison then is for time sequence	Article	usage Phrases like the common An American paragraph suggest editing
ARTICLE	articles	German	6,7	480	suggest editing confusion clean this up Also watch definite indefinite	articles	eg a large group of opponents to nuclear power are
ARTICLE	article	German	6,7	620	Create a personal checklist for then than comma splices and	article	usage since these recur throughout Complete the essay Fill in
ARTICLE	Article	German	6,7	622	constructions As can seen should be As can be seen	Article	usage German does not always require articles where English does
ARTICLE	articles	German	6,7	629	can be seen Article usage German does not always require	articles	where English does and vice versa read your sentences aloud
ARTICLE	article	German	6,7	693	sentence or using a tool like Grammarly specifically to flag	article	and preposition issues which are the most common transfer errors
ARTICLE	Article	German	6,7	426	eg Marquette University but a university education attending a university	Article	use Check phrases like the racism in our Universities vs
ARTICLE	article	German	6,7	456	before abstract or general nouns where German would use an	article	Comma splices Several sentences join independent clauses with only a
ARTICLE	articles	German	6,7	713	rather than restate Do a careful proofreading pass focused on	articles	capitalization and comma splices You have a strong argumentative skeleton
ARTICLE	article	German	6,7	444	side Evidence and Citation You refer to Annas and the	article	above without formal citation Since this is a case based
ARTICLE	Article	German	6,7	543	feels that Others feel that who s lives whose lives	Article	and preposition use for another couple back reorder as asked
ARTICLE	Article	German	6,7	599	writing consider ask a physician for a prescription or similar	Article	usage German does not have articles in the same distribution
ARTICLE	articles	German	6,7	605	a prescription or similar Article usage German does not have	articles	in the same distribution as English so watch for missing
ARTICLE	articles	German	6,7	27	is compelling and you have clearly worked with both source	articles	Below is feedback organized around argumentation structure source use and
ARTICLE	article	German	6,7	573	is awkward and impersonal Simply write Before reading Pattullo s	article	I believed there was no reason to prohibit homosexuals from
ARTICLE	Article	German	6,7	614	and Grammar Typical German English Interference A few recurring issues	Article	preposition errors there should be a ban gays serving there
ARTICLE	article	German	6,7	638	ban on gays serving Word order James M Wall s	article	s does not give subject verb agreement singular article needs
ARTICLE	article	German	6,7	647	s article s does not give subject verb agreement singular	article	needs does but you wrote articles False friends awkward phrasing
ARTICLE	articles	German	6,7	653	subject verb agreement singular article needs does but you wrote	articles	False friends awkward phrasing will make on change their mind
ARTICLE	article	German	6,7	719	grammar checking tool eg Grammarly for subject verb agreement and	article	usage as these are common trouble spots for German speakers
ARTICLE	article	German	6,7	733	are common trouble spots for German speakers due to differing	article	systems Summary of Priorities for Revision Clarify thesis in the
ARTICLE	article	German	6,7	786	Reduce rhetorical questions replace with direct argumentative statements Proofread for	article	usage and subject verb agreement You have a clear structure
ARTICLE	articles	German	6,7	116	You reference experts Dr Thompson Dr Wadler John Chaplin and	articles	multiple times but the actual evidence is missing This must
ARTICLE	article	German	6,7	179	just dropping them in For example instead of In the	article	A game of cat and mouse he stated try varying
ARTICLE	article	German	6,7	246	without clear transitions For instance the paragraph beginning In the	article	In Track and Field moves from unfairness to morals to
ARTICLE	Article	German	6,7	344	As a German native speaker watch for these recurring patterns	Article	usage Steroids are chemical cousins of the hormone testosterone check
ARTICLE	article	German	6,7	362	hormone testosterone check when the is needed vs omitted English	article	rules differ significantly from German Word order in embedded questions
ARTICLE	article	German	6,7	580	evidence Vary sentence openings Many paragraphs begin with In the	article	vary this with author names statistics or rhetorical questions Citation
ARTICLE	article	German	6,7	652	checking tool like Grammarly alongside your own proofreading to catch	article	and preposition errors typical of German English transfer Add a
ARTICLE	articles	German	6,7	64	However the essay currently reads as a summary of three	articles	rather than a sustained argument of your own Below are
ARTICLE	article	German	6,7	181	a roadmap and makes your own stance not just the	article	s clear from the start The body paragraphs mostly follow
ARTICLE	article	German	6,7	229	back to your thesis rather than only introducing the next	article	Use of Evidence and Quotations This is the weakest part
ARTICLE	articles	German	6,7	390	few logical issues to address You describe the Civil Liberties	articles	as giving detailed and unbiased reasoning but earlier you criticize
ARTICLE	articles	German	6,7	403	detailed and unbiased reasoning but earlier you criticize the Conservative	articles	for being biased Make sure you define what makes an
ARTICLE	Article	German	6,7	629	language and more importantly follow each evaluation with specific reasoning	Article	usage Watch definite indefinite articles the article an article a
ARTICLE	articles	German	6,7	634	each evaluation with specific reasoning Article usage Watch definite indefinite	articles	the article an article a common challenge for German speakers
ARTICLE	article	German	6,7	636	with specific reasoning Article usage Watch definite indefinite articles the	article	an article a common challenge for German speakers since German
ARTICLE	article	German	6,7	638	reasoning Article usage Watch definite indefinite articles the article an	article	a common challenge for German speakers since German article rules
ARTICLE	article	German	6,7	647	an article a common challenge for German speakers since German	article	rules differ Read sentences aloud to catch missing or extra
ARTICLE	articles	German	6,7	658	rules differ Read sentences aloud to catch missing or extra	articles	Next Steps Rewrite the thesis as clear sentences Fill in
ARTICLE	Article	German	6,7	561	clear agent Try Studies show or name the source directly	Article	usage Watch for missing or extra definite articles a common
ARTICLE	articles	German	6,7	569	source directly Article usage Watch for missing or extra definite	articles	a common German English difference eg the death penalty vs
ARTICLE	article	German	6,7	601	argument decide whether you re discussing the concept generally no	article	or the death penalty as an institution and stay consistent
ARTICLE	article	German	6,7	693	the education point in the conclusion Proofread for run ons	article	usage and word choice foolproof increasing crime etc You have
ARTICLE	articles	German	6,7	228	states two things prayer doesn t belong in schools opposing	articles	refute pro prayer arguments clarify whether your argument is about
ARTICLE	Article	German	6,7	452	persuasive Language and Style Issues for a German speaking writer	Article	usage Check definite indefinite articles carefully as German and English
ARTICLE	articles	German	6,7	457	for a German speaking writer Article usage Check definite indefinite	articles	carefully as German and English differ in usage eg the
ARTICLE	article	German	6,7	616	a little effect should be there is little effect no	article	needed with little in this sense Word repetition professed appears
ARTICLE	article	German	6,7	710	states name the author directly In her New York Times	article	Anna Quindlen argues that This is more concise and more
ARTICLE	Articles	German	6,7	609	is your second language here are patterns to watch for	Articles	watch missing incorrect articles eg Animal testing accounts for a
ARTICLE	articles	German	6,7	613	here are patterns to watch for Articles watch missing incorrect	articles	eg Animal testing accounts for a substantial part good vs
ARTICLE	articles	German	6,7	743	dichotomy Reorganize paragraphs into clearer for against blocks Proofread for	articles	word choice and sentence boundaries You have strong raw material
ARTICLE	Articles	German	6,7	411	Issues As a German speaker watch for these recurring patterns	Articles	Being a talented basketball player and being women should be
ARTICLE	articles	German	6,7	428	being women should be being a woman German often omits	articles	that English requires Homophones spelling Their lucky to hold a
ARTICLE	article	German	6,7	621	before presenting the counterargument Proofread systematically for their they re	article	usage and spelling consider using a grammar checking tool alongside
ARTICLE	articles	German	6,7	641	alongside your own reading aloud technique which helps catch dropped	articles	Verify names and titles Pat Summitt Tulane s for accuracy
ARTICLE	Article	German	6,7	444	be adolescent males plural needed after a national survey of	Article	usage German does not always require articles where English does
ARTICLE	articles	German	6,7	451	national survey of Article usage German does not always require	articles	where English does and vice versa Check phrases like according
ARTICLE	Article	German	6,7	553	subject s name both Woodley and Wookley Proofread names carefully	Article	usage he had A AIDS remove the article also AIDS
ARTICLE	article	German	6,7	561	names carefully Article usage he had A AIDS remove the	article	also AIDS typically takes no article he had AIDS not
ARTICLE	article	German	6,7	567	A AIDS remove the article also AIDS typically takes no	article	he had AIDS not the AIDS or a AIDS Spelling
ARTICLE	article	German	6,7	723	to synthesize rather than introduce new points Proofread for spelling	article	usage and repetitive phrasing You have a strong emotional and
ARTICLE	Article	German	6,7	496	content with contend with different meanings he use the use	Article	usage provide and alternative an alternative German doesn t require
ARTICLE	articles	German	6,7	507	usage provide and alternative an alternative German doesn t require	articles	as consistently as English so double check every noun phrase
ARTICLE	articles	German	6,7	731	listed above reading your essay aloud can help catch missing	articles	and apostrophes You have a solid foundation and an interesting
ARTICLE	article	German	6,7	328	source with enough context author s argument not just the	article	states Follow every quotation with your own analysis don t
ARTICLE	Article	German	6,7	653	is intertwined with consider splitting into two sentences for readability	Article	usage Watch for missing or added articles a common German
ARTICLE	articles	German	6,7	660	sentences for readability Article usage Watch for missing or added	articles	a common German English transfer issue eg the book Business
ARTICLE	articles	German	6,7	442	watch for all are common transfer errors from German Missing	articles	it continues to be influential factor an influential factor German
ARTICLE	articles	German	6,7	457	influential factor an influential factor German does not always require	articles	where English does Verb tense typos people and learned through
ARTICLE	articles	German	6,7	667	synthesize insights rather than repeat the introduction Proofread carefully for	articles	verb forms and word choice paying particular attention to the
ARTICLE	article	German	6,7	139	these in with properly cited quotations with page numbers or	article	dates or paraphrase them clearly in your own words This
ARTICLE	Article	German	6,7	560	effort or had made an effort Please revise for clarity	Article	usage German lacks the English distinction between definite indefinite articles
ARTICLE	articles	German	6,7	570	Article usage German lacks the English distinction between definite indefinite	articles	in some contexts which may explain occasional omissions eg attorney
ARTICLE	article	German	6,7	738	narrative to your argument Proofread for subject verb agreement and	article	usage Add a proper citation list You have a strong
ARTICLE	Article	German	6,7	524	birds bees youths Apostrophes are only for possession or contractions	Article	use English articles work differently than German For example Educations
ARTICLE	articles	German	6,7	527	Apostrophes are only for possession or contractions Article use English	articles	work differently than German For example Educations of sex in
ARTICLE	article	German	6,7	547	in school should likely be Sex education in schools no	article	needed before general plural nouns in many cases Word order
ARTICLE	Article	German	6,7	640	inverted structures after negatives are used deliberately not just stylistically	Article	usage It you go to Joan of Arc If you
ARTICLE	articles	German	6,7	655	to Joan of Arc If you go watch definite indefinite	articles	a common German English transfer issue eg the students not
ARTICLE	article	German	6,7	293	before submission readers cannot evaluate your use of the Newsweek	article	the Erikson reference or the ABA Journal quotation without the
ARTICLE	Article	German	6,7	525	math on the Hill case relative to Roe v Wade	Article	omission German doesn t always require articles where English does
ARTICLE	articles	German	6,7	532	Roe v Wade Article omission German doesn t always require	articles	where English does Check phrases like with questions such as
ARTICLE	article	German	6,7	665	directly Proofread systematically for there their subject verb agreement and	article	usage Overall You have the bones of a solid three
ARTICLE	Article	German	6,7	484	sentence rather than relying on a placeholder to define it	Article	use German does not always require articles where English does
ARTICLE	articles	German	6,7	491	to define it Article use German does not always require	articles	where English does so watch for missing a the eg
ARTICLE	article	German	6,7	672	the preservation of life from the preservation of life Watch	article	usage a viral infection should likely be a bacterial infection
ARTICLE	Article	German	6,7	472	a semicolon or comma acts of mercy opponents however believe	Article	use English requires articles more consistently than German in generic
ARTICLE	articles	German	6,7	476	acts of mercy opponents however believe Article use English requires	articles	more consistently than German in generic statements eg faith i
ARTICLE	articles	German	6,7	502	be the faith in doctors check throughout for missing misplaced	articles	Word choice neglection is not a standard English word use
ARTICLE	articles	German	6,7	721	Properly introduce cite and analyze all quotations Proofread carefully for	articles	fragments comma splices and typos Vary your analytical language to
ARTICLE	articles	German	6,7	493	recurring issues likely related to English German differences Missing incorrect	articles	took he seat took his seat also a typo he
ARTICLE	articles	German	6,7	519	use is fine but check other noun phrases for missing	articles	a common gap since German article usage differs from English
ARTICLE	article	German	6,7	525	noun phrases for missing articles a common gap since German	article	usage differs from English in generic contexts Missing prepositions subjected
ARTICLE	articles	German	6,7	725	support to the consequences paragraph or remove it Proofread for	articles	prepositions and word choice Smooth the narrative to thesis transition
ARTICLE	article	German	6,7	24	You ve clearly done real research Huston s study Berns	article	the Parents survey and you care about the topic Below
ARTICLE	Article	German	6,7	505	English Use by taking three steps or in three stages	Article	usage One consequences deals with privacy note the subject verb
ARTICLE	articles	German	6,7	531	singular plural agreement throughout a common trouble spot since German	articles	work differently One consequence deals with privacy Spelling Mendal should
ARTICLE	articles	German	6,7	52	audience assumptions is solid and you clearly understand the two	articles	well However the essay would benefit from tightening the argument
ARTICLE	Article	German	6,7	471	take in to account take into account one word into	Article	usage English requires articles more consistently than German in generic
ARTICLE	articles	German	6,7	475	take into account one word into Article usage English requires	articles	more consistently than German in generic statements check phrases like
ARTICLE	articles	German	6,7	501	with drinking on todays college campuses fine versus places where	articles	are dropped or added unnecessarily Run on comma spliced sentences
ARTICLE	Article	German	6,7	513	As a German English writer watch for these recurring patterns	Article	omission misuse given misinformation should likely be given misinformation check
ARTICLE	article	German	6,7	528	should likely be given misinformation check whether a definite indefinite	article	is needed elsewhere eg the misinformation if referring to something
ARTICLE	articles	German	6,7	803	paragraph to connect to your thesis Proofread for verb tense	articles	and sentence boundaries You have strong source material the next
ARTICLE	article	German	6,7	308	key sentences contain placeholder brackets where a statistic quotation or	article	title should be These are central to your argument eg
ARTICLE	article	German	6,7	331	Council for Adoption statistic the title of the Ingrassia Springen	article	so they must be filled in with the actual source
ARTICLE	Article	German	6,7	548	this point is debated or this point is effectively challenged	Article	use English requires articles more consistently than German in generic
ARTICLE	articles	German	6,7	552	or this point is effectively challenged Article use English requires	articles	more consistently than German in generic statements check phrases like
ARTICLE	article	German	6,7	781	and push analysis further in each paragraph Proofread carefully for	article	usage word choice and run on sentences You have a
ARTICLE	Article	German	6,7	502	is your second language here are recurring patterns worth reviewing	Article	errors common for German speakers since German articles work differently
ARTICLE	articles	German	6,7	510	worth reviewing Article errors common for German speakers since German	articles	work differently ensure and honest academic environment should be an
ARTICLE	articles	German	6,7	697	the faculty involvement section with more analysis Proofread carefully for	articles	verb forms and pronoun clarity You have solid research and
ARTICLE	Article	German	6,7	649	Emotional statements could be more precise as emotionally charged testimony	Article	use mostly correct but watch constructions like the past of
ARTICLE	Article	German	6,7	124	the attempts are even more phenomenal check number agreement throughout	Article	usage German and English article rules differ significantly Phrases like
ARTICLE	article	German	6,7	129	phenomenal check number agreement throughout Article usage German and English	article	rules differ significantly Phrases like when its a well known
ARTICLE	Article	German	6,7	526	uses apostrophes differently English possessive its never takes an apostrophe	Article	usage the Exchange Theory is used consistently and correctly but
ARTICLE	article	German	6,7	701	the conclusion to synthesize not introduce Proofread for apostrophe errors	article	use and word confusions then than You have solid content
ARTICLE	Article	German	6,7	446	win will mar on drugs war on drugs foe for	Article	usage English often omits articles German requires or vice versa
ARTICLE	articles	German	6,7	451	war on drugs foe for Article usage English often omits	articles	German requires or vice versa eg a Public Health Service
ARTICLE	Article	German	6,7	488	common patterns to watch As a German speaker watch for	Article	use the ability to pinpoint is correct but phrases like
ARTICLE	Articles	German	6,7	546	deferent different he no useful place has no useful place	Articles	You are generally strong here but double check phrases like
ARTICLE	Article	German	6,7	407	tense conflict theorists argue and stay consistent within each context	Article	usage German doesn t map directly onto English article rules
ARTICLE	article	German	6,7	416	context Article usage German doesn t map directly onto English	article	rules Watch for missing incorrect articles eg may fall even
ARTICLE	articles	German	6,7	422	map directly onto English article rules Watch for missing incorrect	articles	eg may fall even further may fall even further fine
ARTICLE	article	German	6,7	442	fine but check others the medieval society medieval society no	article	needed for general historical periods Piety needs to make this
ARTICLE	Article	German	6,7	452	teams are winning should be is winning singular subject one	Article	usage English articles a an the work differently than German
ARTICLE	articles	German	6,7	455	should be is winning singular subject one Article usage English	articles	a an the work differently than German der die das
ARTICLE	article	German	6,7	679	order Fixing the placeholder Proofreading for subject verb agreement and	article	usage Revising conversational phrases for a more academic tone You
ARTICLE	Article	German	6,7	613	down on having sex may have make may have made	Article	usage English requires articles more consistently than German in generic
ARTICLE	articles	German	6,7	617	may have make may have made Article usage English requires	articles	more consistently than German in generic statements eg the birth
ARTICLE	Article	German	6,7	543	you hear where one complete thought ends and another begins	Article	usage occasional missing or unnecessary articles create equality among the
ARTICLE	articles	German	6,7	549	ends and another begins Article usage occasional missing or unnecessary	articles	create equality among the sexes vs create an equal environment
ARTICLE	article	German	6,7	565	vs create an equal environment a common challenge since German	article	rules differ from English ones Proofread specifically for a an
ARTICLE	Article	German	6,7	515	social scientist this is a common issue with appositive phrases	Article	usage English requires more consistent article use than German For
ARTICLE	article	German	6,7	521	issue with appositive phrases Article usage English requires more consistent	article	use than German For example the culture should maintain gender
ARTICLE	article	German	6,7	429	Common Patterns for German L Speakers Since English and German	article	and preposition systems differ significantly here are patterns to watch
ARTICLE	Articles	German	6,7	465	plural nouns throughout you drop the s on guest repeatedly	Articles	Men are rape also this needs Men are raped also
ARTICLE	Article	German	6,7	381	your second language here are recurring patterns to watch for	Article	usage the college football vs college football check when definite
ARTICLE	articles	German	6,7	392	usage the college football vs college football check when definite	articles	are needed a persistent issue for German speakers since German
ARTICLE	articles	German	6,7	404	needed a persistent issue for German speakers since German uses	articles	differently Example the college football season is correct but college
ARTICLE	article	German	6,7	419	football season is correct but college football also hoped no	article	is also correct the difference is definiteness Verb tense consistency
ARTICLE	articles	German	6,7	653	respond to it more substantively Proofread carefully for tense consistency	articles	and sentence completeness reading the essay aloud can help you
ARTICLE	Article	German	6,7	434	consider you must remember or it is important to remember	Article	usage German doesn t always map directly onto English article
ARTICLE	article	German	6,7	444	Article usage German doesn t always map directly onto English	article	rules Watch for missing or unnecessary articles eg coming in
ARTICLE	articles	German	6,7	451	directly onto English article rules Watch for missing or unnecessary	articles	eg coming in the pit correct vs riding on the
ARTICLE	article	German	6,7	256	what these sources are a book a report a journal	article	or introduce the authors properly Recommendation Use a consistent citation
ARTICLE	article	German	6,7	285	Every source should be a recognizable retrievable document a journal	article	government report or book chapter Before submitting verify that each
ARTICLE	Article	German	6,7	451	friends should likely be two sentences or use a semicolon	Article	usage It would give evryone the chance It is skill
